,Hotel,Review,Score
1689,Commodore Hotel, sadly soundproof rooms didn t appear to be soundproof I had very noisey room adding to limited sleep and work biz trip ,-0.5719
1690,Commodore Hotel, Very outdated Tiny bathroom very hard to move around Very old guy furniture,-0.1761
1691,Commodore Hotel, Very cold room stained Carpet peeling radiators cracks in wall ,0
1692,Commodore Hotel, Carpets really need changing would make all the difference,0
1694,Commodore Hotel, The false fire alarm,-0.5859
1695,Commodore Hotel, Just a bit old and dated dirty carpets and broken curtains etc ,-0.7184
1697,Commodore Hotel, By far the worst customer service I have experienced at check in ,-0.6249
1698,Commodore Hotel, Difficult to sleep due to mechanical noise outside G01 room Torn carpet ,-0.5423
1700,Commodore Hotel, Everything,0
1701,Commodore Hotel, quite a small room for an executive double,0
1704,Commodore Hotel, old fashion pour room 54 disaster furnitures expensive breakfast,-0.6249
1706,Commodore Hotel, Very tired decoration and carpet worn out It needs a refurb,-0.659
1707,Commodore Hotel, Stains on the crpet in bedroom Shower curtain brown on the bottom asked fir a double got one bed and a sofa bed ,0
1708,Commodore Hotel, Nothing,0
1709,Commodore Hotel, nothing all good ,-0.3412
1711,Commodore Hotel, Had few hours without water But again I was informed that they had issues with water pipes that were working on it ,0
1712,Commodore Hotel, The room was little bit dirty and then the the reciptoon guy changed the rooms for a netter ones and the apartmenta was located in the 5th with no elevator and plus the intercom was broken soo yuou need to go upstairs and down just if u got a visit,-0.7859
1713,Commodore Hotel, The air conditioning was broken no wifi in our room the bin wasn t emptied for days and tea and coffee wasn t replenished ,-0.7184
1718,Commodore Hotel, The shower curtain was dirty for 4 of 5 days we stayed one of the elevators was broken had to take the one on the other side of the floor and they were extremely slow The staff didn t speak English that cleaned our room so when they came I m and we were still there we couldn t communicate that we just wanted the bathroom cleaned or when they could come back they just back out of the room saying sorry ,-0.743
1719,Commodore Hotel, Needs refurbishment d cor was old fashioned bed wasn t particularly comfortable but I have a bad back anyway so sleeping can be difficult in a strange bed No bar or restaurant at the hotel ,-0.8934
1720,Commodore Hotel, The rooms aren t very large my AC did not work and I asked several times for this to be fixed ,0
1721,Commodore Hotel, Rooms were small and outdated Sheets were very rough ,0
1722,Commodore Hotel, I had to pay an extra 50 security deposit as well as my payment in full on check in which was unnecessary As usual poor coffee in room Hot reception,0
1723,Commodore Hotel, Stained and worn carpets Small space Too many doors in room took up more space than necessary making it even smaller ,-0.296
1724,Commodore Hotel, Room not made up 6night stay water pressure bad Toilet would not flush door to bathroom jammed Air con did not function Cigarette butts all over entrance ,-0.6908
1726,Commodore Hotel, Furniture is in a bad condition and old Air conditioning was not working for the last two days Water leaking at room 306 from the room above it TV was out of use as all channels were not clear Housekeeping staff don t speak English Breakfast can t be included with the the rate Corridors are narrow 2 people can t pass through at the same time Lift is too small to occupy one person with one piece of luggage of normal size,-0.6892
1727,Commodore Hotel, 1 We received the wrong rooms not those reserved 2 We received used rooms with used sheets and used towels the cleaner did not clean the room 3 The air condition did not work and maintenance refuesd to fix it couldn t sleep at night was to hot 4 Sercive was he worst i ever experienced we asked to talk to manager but he was never there and when the manager received our complaints he ignored we felt like the hotel crew waited that just leave,-0.8141
1730,Commodore Hotel, The room was small The carpets a bit shabby No bar You had to pay extra for breakfast biggest complaint is after using booking com for 12 years this is the first time we have ever had to give a 50 pound deposit When we settled the next morning it should have been deducted from the bill and it wasn t Will have to complain to booking com Disgraceful ,-0.743
1732,Commodore Hotel, The rooms and corridors need seriously updating there were stains on the carpets and they were also threadbare patched up plaster on walls taps loose in the bathroom towel warmer was chipped off and rusting and air conditioner did not work very poor for a very hot night when we d spent 170 for the room for one night Not good enough ,-0.1117
1734,Commodore Hotel, Where do we begin Room Far to small for twin beds Very hot and clostophobic Thread bare and loose carpets Worn bathroom fittings Decor in need of total referb,-0.5423
1735,Commodore Hotel, The hotel is now very worn and old not in a good way I used to stay here a few years ago and quite liked it but problems with bookings meant i switched to other properties when in London the place feels disorganised my booking had been mixed up and I couldn t get the room i had booked I was given another room which already had other peoples luggage in it Staff did not seem to understand why such things are annoying When I eventually spoke to the manager he was very good and promised to rectify things for future trips but there was no practical solution offered I did get the suite I had booked on a my second night but my 2nd evening was busy with work and I only got to use it for 6 hours before checking out for the airport All in all very disappointing ,-0.8608
1736,Commodore Hotel, The walls were paper thin and we could hear the Neighbours talking Also to close the room doors people really needed to slam the door which was very annoying after 9pm having the room shake during this process wasn t fun ,-0.5034
1738,Commodore Hotel, There is no bar or restaurant and limited room service but there is plenty of places 1 1 2 blocks away ,-0.5267
1739,Commodore Hotel, Let me start by saying I booked months ago and am now 33 weeks pregnant Asked specifically for a twin room on either floor When I arrived at the hotel on Friday 30th June the reception was frozey the receptionist wouldn t make eye contact no how are you no welcome just can I have your credit card with no explanationation on what for I asked and eventfully she said to take full payment no option to pay with another card just hurry up and hand over the card I paid the amount in full put my card away and then was asked for it again for a 100 security deposit which would be released in 5 working days The lady receptionist literally couldn t care less that I was struggling with bags and having to rumble around for this card I was told we had been upgraded into an apartment with no option to stay in the hotel I booked the hotel wanting a twin room as I am up and down all night and this is not fair on my husband We were lend to this apartment 41 5mins walk down the road apparently No help with bags nothing just running after the porter We get to this apartment with 2 guys sitting on the step smoking and drunk opened the door to be told you have 4 flights of stairs at this point I had enough I said you are joking why can I not be put into the hotel I was told because they had over booked and I had no option Porter started to climb the stairs and I said will you help please He tutted and took my bags I struggled with the stairs this is way too much for me personally The apartment was dated smelt of musk and dirty The sofa cushions with covered in a white liquid I dare ask The fridge stunk of old meat The sofa bed had no duvet for my poor husband The shower room had a white mildew in the corner My main bedroom was fine the bed was small but ok The bathroom was dirty again full of hair and marks I called the reception to be told that no management worked the weekend and to email the issues I did this Friday no answer as ,-0.9239
