Hotel_Name,Positive_Review
Commodore Hotel,No Positive
Commodore Hotel, Great deal pleasant clean room and was upgraded
Commodore Hotel, Excellent friendly staff Room clean Excellent location 
Commodore Hotel, basement room next to elevator but for one night was adequate 
Commodore Hotel, We had a balcony which made the roon excellent valuel
Commodore Hotel,No Positive
Commodore Hotel, Property
Commodore Hotel, Room was big enough compare with other hotels in that area The bed was comfy read all of reviews before booking but it was good enough 
Commodore Hotel,No Positive
Commodore Hotel, Nothing Disgusting hotel
Commodore Hotel, Big room
Commodore Hotel,No Positive
Commodore Hotel, The bed was comfy
Commodore Hotel, Good location close to shops and underground trains 
Commodore Hotel, Close to park and tube
Commodore Hotel, Location
Commodore Hotel, Excellent
Commodore Hotel, Ac not working from checking in two apt
Commodore Hotel, The receptionist was brilliant 
Commodore Hotel, Nothing
Commodore Hotel, Very poor never a 4 
Commodore Hotel, The location
Commodore Hotel, near two tube stations restaurants nearby
Commodore Hotel, Distance between hotel and train
Commodore Hotel, They are huge rooms Mine had an upstairs downstairs set up with a huge old 4 poster bed 
Commodore Hotel, Squeaky floorboards nightmare
Commodore Hotel, Good location nice staff 
Commodore Hotel, Da localiza o
Commodore Hotel, booked last minute value for money
Commodore Hotel, Location
Commodore Hotel, Nothing 
Commodore Hotel, 2 bed apartment was great
Commodore Hotel, Comfortable bed 
Commodore Hotel, Naff pilows too flat Bathroom Tiny and needed attention No hairdryer Room above really noisey
Commodore Hotel, Location room size
Commodore Hotel, Perfect for short business trips 
Commodore Hotel, Location
Commodore Hotel, We booked on a room only basis and this was clean and comfortable with everything we needed 
Commodore Hotel, Free wifi and had facilities listed when booking
Commodore Hotel, I sow suite room and i booked three suits But only one room was as per the picture they show It was vary bad
Commodore Hotel, The settings are lovely and the neighbourhood peaceful 
Commodore Hotel,No Positive
Commodore Hotel, Quart for sleeping
Commodore Hotel, Excellent location and good value Close to Hyde park
Commodore Hotel, I like the room and service are very good 
Commodore Hotel, Lady at reception
Commodore Hotel,No Positive
Commodore Hotel, Location good for Hyde park 
Commodore Hotel, Large room Interesting decor
Commodore Hotel, I like the room the breakfast and the people who stay in the reception
Commodore Hotel, The historical feel it was like being in the attic servants quarters in Upstairs Downstairs 
Commodore Hotel,No Positive
Commodore Hotel, Great price for a central location 
Commodore Hotel, Great location
Commodore Hotel, The staff were helpful Bed was comfortable The breakfast was good 
Commodore Hotel,No Positive
Commodore Hotel, I was upgraded to a suite 
Commodore Hotel, Gym
Commodore Hotel, Location and free wifi and the bathroom was very clean
Commodore Hotel, Location and price
Commodore Hotel, Great location
Commodore Hotel, Nothing
Commodore Hotel, Location
Commodore Hotel, Good location Clean room and bathroom 
Commodore Hotel, Good location and reasonable price 
Commodore Hotel, Beautiful Room
Commodore Hotel, clean good location
Commodore Hotel, Staff is very polite and very helpful 
Commodore Hotel, value for money in the location
Commodore Hotel, Very comfy bed very friendly kind staff
Commodore Hotel, Our bath room was very clean and big we were given a deluxe room which was very good value for money
Commodore Hotel, big window
Commodore Hotel, Beautiful quaint room Great value for money Wow factor 
Commodore Hotel,No Positive
Commodore Hotel, Great value for money great location and staff were very polite and attentive
Commodore Hotel, Great location and it will be even better when the Tube station is back in action 
Commodore Hotel, Nice welcome fantastic room lovely four poster comfortable bed
Commodore Hotel, Good location Clean decent room 
Commodore Hotel, Cost
Commodore Hotel, location cleanness
Commodore Hotel, Free upgrade to the best suite Was amazing
Commodore Hotel, Clean and tidy
Commodore Hotel, The room is very spacious and clean i like it
Commodore Hotel, great location staff
Commodore Hotel, Upgraded to bigger room with no additional payment
Commodore Hotel, The staffs
Commodore Hotel, Staff were not only nice they were helpful too 
Commodore Hotel, Got a great nights sleep as the hotel is set in a quiet square 
Commodore Hotel, Very comfortable clean bedroom
Commodore Hotel, Great location Polite staff Good price Clean room
Commodore Hotel, The bed was big and comfortable and the shower was great 
Commodore Hotel, Nice staff friendly atmosphere
Commodore Hotel, Clean good bathroom and lication
Commodore Hotel, Location Price Cleanliness
Commodore Hotel, Very dated hotel threadbare carpets holes in the wall
Commodore Hotel, Friendly personnel great attitude thank you for your hospitality we will come back 
Commodore Hotel, Amazingly friendly staff very helpful Nice room with balcony good English breakfast 
Commodore Hotel, Posizione
Commodore Hotel, Cozy environment location makes this place 
