,Hotel,Review,Score
5980,Mondrian London, Checkin was delayed but we were compensated,-0.1154
5982,Mondrian London, I paid 321 for 1 nights stay and didnt even get breakfast ,0
5989,Mondrian London, Nothing,0
5990,Mondrian London, 5 stars just 100 x ,0
5991,Mondrian London, Very plain room and inhospitable staff,0
5992,Mondrian London, A bit disappointed with the restaurant ,-0.4767
5995,Mondrian London, ,0
5996,Mondrian London, Mondrian restaurant disappointing All food arrived together Bland and overpriced ,-0.4939
5997,Mondrian London, Nothing,0
5999,Mondrian London, Overpriced not even include breakfast ,0
6001,Mondrian London, Had to queue for table for breakfast very busy,0
6002,Mondrian London, Nothing ,0
6005,Mondrian London, Nothing,0
6006,Mondrian London, Room was smaller and less plush than we had anticipated for the price paid,0
6007,Mondrian London, lack of fresh air ventilation in my roof Air con too stuffy,0
6008,Mondrian London, Nothing All was good ,-0.3412
6010,Mondrian London, Nothing really Lifts could get a bit busy but thats a very minor niggle,0
6014,Mondrian London, No open vacancies in the SPA for the whole weekend Crowded during breakfast ,-0.296
6015,Mondrian London, A pool a room with a view ,0
6016,Mondrian London, Literally nothing,0
6017,Mondrian London, HAVING TO LEAVE,-0.0516
6019,Mondrian London, Cost,0
6021,Mondrian London, Bed too small despite being a superior room,-0.431
6022,Mondrian London, All the seats in the roof top bar were reserved which was annoying as a guest,-0.2263
6033,Mondrian London, lighting in floors to bedrooms,0
6034,Mondrian London, its quite expensive no car park had to use valet parking,-0.3566
6035,Mondrian London, Not the best location but when you get there you forget about this minor issue ,-0.5475
6036,Mondrian London, Poor info from concierge I would have done better myself with Google ,-0.0516
6037,Mondrian London, A little pricey especially the Dandelyon Bar drinks ,0
6039,Mondrian London, Nothing ,0
6040,Mondrian London, Nothing,0
6044,Mondrian London, My shower over flowed did not drain well so entire bathroom floor was covered in water Very frustrating for such a new and prestigious hotel ,-0.6133
6050,Mondrian London, Faster internet under buying fee,0
6054,Mondrian London, A wider range of teas could have been available Not keen on one served ,-0.2047
6055,Mondrian London, ,0
6061,Mondrian London, Bed was too hard for me ,-0.1027
6062,Mondrian London, Rumpus room cocktails were overpriced for the quality ,0
6063,Mondrian London, Riverside view partially obstructed in room 531 ,0
6070,Mondrian London, air conditioning was cranking was a little cold,0
6072,Mondrian London, nothing really,0
6074,Mondrian London, Nothing ,0
6075,Mondrian London, The disgusting breakfast,-0.5267
6077,Mondrian London, Breakfast for two should never cost 45 anyway,0
6078,Mondrian London, That there wasn t a bath robe and slippers,0
6079,Mondrian London, Location,0
6080,Mondrian London, The lady at the reception was not at all cooperative ,0
6084,Mondrian London, price im broke now,-0.4215
6085,Mondrian London, N a,0
6086,Mondrian London, No swimming pool,-0.296
6087,Mondrian London, Check out was long ,0
6088,Mondrian London, Slightly earlier check in,0
6090,Mondrian London, Hallways quie dark ,0
6092,Mondrian London, Room carpet and rugged were tired A1 location,-0.4404
6094,Mondrian London, Uncomfortable beds Depressing room arrangement colour scheme ,-0.6369
6096,Mondrian London, A BIT EXPENSIVE,0
6103,Mondrian London, Nothing,0
6104,Mondrian London, Everything was spot on,0
6105,Mondrian London, Nothing ,0
6111,Mondrian London, View Price of drinks and finding Restaurant Bit Pricy,0
6113,Mondrian London, No bath,-0.296
6115,Mondrian London, Nothing,0
6116,Mondrian London, Nothing,0
6117,Mondrian London, Shame Rooftop bar was closed,-0.4767
6120,Mondrian London, Na,0
6121,Mondrian London, Nil,0
6122,Mondrian London, Prices of drinks,0
6123,Mondrian London, Disappointed the spa was fully booked for the whole weekend no times available for any treatments ,-0.6486
6125,Mondrian London, Nothing it was great,-0.5096
6127,Mondrian London, Noise from the shower pump pressure travelled through from next room,-0.296
6128,Mondrian London, Chair,0
6129,Mondrian London, Nothing,0
6130,Mondrian London, Rooftop bar closed,0
6133,Mondrian London, The grab and go breakfast The pain au chocolate was not fresh and all not value for money,-0.7429
6135,Mondrian London, No view in standard rooms,-0.296
6138,Mondrian London, Nothing ,0
6140,Mondrian London, Expensive breakfast option for so so quality elevator music loud,0
6141,Mondrian London, That rumpus room closed Sunday and monday,0
6142,Mondrian London, Breakfast,0
6144,Mondrian London, Nothing,0
6146,Mondrian London, Nothing,0
6150,Mondrian London, Noisy pipes sometimes in the morning,-0.1779
6152,Mondrian London, Nothing,0
6153,Mondrian London, Nothing really to improve,-0.3843
6157,Mondrian London, The prices of the mini bar in room,0
6159,Mondrian London, Nothing,0
6161,Mondrian London, Signposting to rooms and to the bar we got lost as no direction of floors to get to the bar or the spa,-0.5423
6162,Mondrian London, Very expensive to eat and Drink in hotel,0
6163,Mondrian London, Paid 625 for 3 nights in a studio when looked at extending another 3 nights they wanted 1600 Ridiculous,-0.3612
6168,Mondrian London, Service is not usual standard for a hotel of this price,0
6169,Mondrian London, The patio rooms are situated beetween the two buildings so there is not alot sun on them till around 2 3pm,0
6170,Mondrian London, LACK OF IN FORMAL EATING AREAS,-0.3182
6172,Mondrian London, Nothing ,0
6174,Mondrian London, Spa facilities were disappointing I expected a pool and a jacuzzi ,-0.4939
6176,Mondrian London, Nothing,0
6179,Mondrian London, N A,0
6182,Mondrian London, 9 for a glass of wine,0
6185,Mondrian London, That I had to leave ,-0.0516
6186,Mondrian London, Nothing,0
6187,Mondrian London, Nothing,0
6188,Mondrian London, NO SWIMMING POOL TRAFFIC AROUND THE LOCATION ,-0.296
6191,Mondrian London, Eggs benedict,0
6193,Mondrian London, Nothing ,0
6194,Mondrian London, room service menu and quality room was on small side,0
6202,Mondrian London, Had to wait a long time before leaving for our bags,0
6203,Mondrian London, Nothing ,0
6206,Mondrian London, Nothing,0
